action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,13325904,[],CHEMBL2388050,Inhibition of human BCR-ABL1 autophosphorylation expressed in mouse BA/F3 cells by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2384911,Bioorg Med Chem,2013,"{'bei': '11.78', 'le': '0.21', 'lle': '1.40', 'sei': '5.94'}",CHEMBL2386594,,CHEMBL3040018,5.65,0,http://www.openphacts.org/units/Nanomolar,1897033,=,1,1,=,,IC50,nM,,2229.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,2229.0
,,13325923,[],CHEMBL2388048,Inhibition of human BCR-ABL1 (unknown origin) expressed in mouse 32D cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2384911,Bioorg Med Chem,2013,"{'bei': '13.60', 'le': '0.25', 'lle': '2.12', 'sei': '7.78'}",CHEMBL941,IMATINIB,CHEMBL941,6.71,0,http://www.openphacts.org/units/Nanomolar,1897032,=,1,1,=,,IC50,nM,,194.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,194.0
,,13325926,[],CHEMBL2388051,Inhibition of human BCR-ABL1 expressed in mouse BA/F3 cells assessed as cell growth inhibition by ATP-depletion assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2384911,Bioorg Med Chem,2013,"{'bei': '12.50', 'le': '0.23', 'lle': '1.58', 'sei': '7.15'}",CHEMBL941,IMATINIB,CHEMBL941,6.17,0,http://www.openphacts.org/units/Nanomolar,1897032,=,1,1,=,,IC50,nM,,678.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,678.0
,,13325927,[],CHEMBL2388050,Inhibition of human BCR-ABL1 autophosphorylation expressed in mouse BA/F3 cells by ELISA,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL2384911,Bioorg Med Chem,2013,"{'bei': '13.48', 'le': '0.25', 'lle': '2.07', 'sei': '7.71'}",CHEMBL941,IMATINIB,CHEMBL941,6.66,0,http://www.openphacts.org/units/Nanomolar,1897032,=,1,1,=,,IC50,nM,,221.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,221.0
,,13871334,[],CHEMBL3101644,Inhibition of Bcr-Abl (unknown origin) phosphorylation by spectrophotometric assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(NC(=O)c2ccc(CN3CCN(Cc4ccc(I)cc4)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL3098000,Bioorg Med Chem,2014,"{'bei': '8.81', 'le': '0.19', 'lle': '-0.64', 'sei': '7.11'}",CHEMBL3098614,,CHEMBL3098614,6.13,0,http://www.openphacts.org/units/Nanomolar,1955527,=,1,1,=,,IC50,nM,,739.5,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,739.5
,,13871335,[],CHEMBL3101644,Inhibition of Bcr-Abl (unknown origin) phosphorylation by spectrophotometric assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(NC(=O)c2ccc(CN3CCN(CCO)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL3098000,Bioorg Med Chem,2014,"{'bei': '9.83', 'le': '0.18', 'lle': '1.20', 'sei': '4.84'}",CHEMBL3098615,,CHEMBL3098615,5.15,0,http://www.openphacts.org/units/Nanomolar,1955528,=,1,1,=,,IC50,nM,,7083.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,7083.0
,,13871336,[],CHEMBL3101644,Inhibition of Bcr-Abl (unknown origin) phosphorylation by spectrophotometric assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL3098000,Bioorg Med Chem,2014,"{'bei': '14.05', 'le': '0.26', 'lle': '2.35', 'sei': '8.04'}",CHEMBL941,IMATINIB,CHEMBL941,6.94,0,http://www.openphacts.org/units/Nanomolar,1955530,=,1,1,=,,IC50,nM,,116.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,116.0
,,13871337,[],CHEMBL3101644,Inhibition of Bcr-Abl (unknown origin) phosphorylation by spectrophotometric assay,B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(NC(=O)c2ccc(CN3CCN(CCF)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL3098000,Bioorg Med Chem,2014,"{'bei': '11.15', 'le': '0.21', 'lle': '0.93', 'sei': '6.79'}",CHEMBL3098616,,CHEMBL3098616,5.86,0,http://www.openphacts.org/units/Nanomolar,1955529,=,1,1,=,,IC50,nM,,1378.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1378.0
,,14545510,[],CHEMBL3225230,Inhibition of BCR/ABL (unknown origin),B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,,,CHEMBL3217496,Medchemcomm,2012,"{'bei': '17.46', 'le': '0.33', 'lle': '4.84', 'sei': '14.14'}",CHEMBL1171837,PONATINIB,CHEMBL1171837,9.30,0,http://www.openphacts.org/units/Nanomolar,2074500,=,1,1,=,,IC50,nM,,0.5,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.5
,,15662909,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '14.82', 'le': '0.27', 'lle': '2.56', 'sei': '9.96'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,6.91,0,http://www.openphacts.org/units/Nanomolar,2491080,=,1,1,=,,IC50,nM,,121.8,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,121.8
,,15662910,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(CN3CCN(CCO)CC3)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '13.60', 'le': '0.25', 'lle': '3.16', 'sei': '7.81'}",CHEMBL3597702,,CHEMBL3597702,6.76,0,http://www.openphacts.org/units/Nanomolar,2491079,=,1,1,=,,IC50,nM,,175.3,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,175.3
,,15662911,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(-n4cc(-c5cccnc5)cn4)c3)cc2)CC1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '16.17', 'le': '0.29', 'lle': '3.14', 'sei': '11.73'}",CHEMBL3597701,,CHEMBL3597701,7.77,0,http://www.openphacts.org/units/Nanomolar,2491078,=,1,1,=,,IC50,nM,,16.87,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,16.87
,,15662912,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(CN3CCCC3)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '15.84', 'le': '0.29', 'lle': '1.84', 'sei': '10.99'}",CHEMBL3597700,,CHEMBL3597700,6.93,0,http://www.openphacts.org/units/Nanomolar,2491077,=,1,1,=,,IC50,nM,,117.4,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,117.4
,,15662913,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(CN3CCCN(C)CC3)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '15.76', 'le': '0.29', 'lle': '2.95', 'sei': '11.43'}",CHEMBL3597615,,CHEMBL3597615,7.58,0,http://www.openphacts.org/units/Nanomolar,2490968,=,1,1,=,,IC50,nM,,26.58,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,26.58
,,15662914,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1ccc(C(=O)Nc2ccc(C)c(-n3cc(-c4cccnc4)cn3)c2)cc1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '15.67', 'le': '0.29', 'lle': '1.55', 'sei': '10.93'}",CHEMBL3597614,,CHEMBL3597614,6.89,0,http://www.openphacts.org/units/Nanomolar,2490967,=,1,1,=,,IC50,nM,,129.1,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,129.1
,,15662915,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(Cn3ccnc3)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '14.93', 'le': '0.27', 'lle': '1.75', 'sei': '8.36'}",CHEMBL3597613,,CHEMBL3597613,6.49,0,http://www.openphacts.org/units/Nanomolar,2490966,=,1,1,=,,IC50,nM,,326.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,326.0
,,15662916,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(CN3CCOCC3)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '14.88', 'le': '0.27', 'lle': '2.42', 'sei': '9.34'}",CHEMBL3597612,,CHEMBL3597612,6.75,0,http://www.openphacts.org/units/Nanomolar,2490965,=,1,1,=,,IC50,nM,,178.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,178.0
,,15662917,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '15.64', 'le': '0.28', 'lle': '3.06', 'sei': '11.01'}",CHEMBL3597611,,CHEMBL3597611,7.30,0,http://www.openphacts.org/units/Nanomolar,2490964,=,1,1,=,,IC50,nM,,50.6,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,50.6
,,15662918,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)Nc2ccc(C)c(-n3cc(-c4cccnc4)cn3)c2)cc1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '19.08', 'le': '0.35', 'lle': '2.84', 'sei': '10.62'}",CHEMBL3597610,,CHEMBL3597610,7.33,0,http://www.openphacts.org/units/Nanomolar,2490963,=,1,1,=,,IC50,nM,,46.2,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,46.2
,,15662919,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '17.43', 'le': '0.32', 'lle': '1.85', 'sei': '12.31'}",CHEMBL3597609,,CHEMBL3597609,7.36,0,http://www.openphacts.org/units/Nanomolar,2490962,=,1,1,=,,IC50,nM,,43.27,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,43.27
,,15662920,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1ccc(C(=O)Nc2ccc(C)c(-n3cc(-c4cccnc4)cn3)c2)cc1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '19.31', 'le': '0.35', 'lle': '2.33', 'sei': '12.35'}",CHEMBL3597608,,CHEMBL3597608,7.39,0,http://www.openphacts.org/units/Nanomolar,2490961,=,1,1,=,,IC50,nM,,41.02,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,41.02
,,15662921,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2ccc(F)cc2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '17.91', 'le': '0.33', 'lle': '2.04', 'sei': '11.15'}",CHEMBL3597607,,CHEMBL3597607,6.67,0,http://www.openphacts.org/units/Nanomolar,2490960,=,1,1,=,,IC50,nM,,213.5,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,213.5
,,15662922,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '20.06', 'le': '0.38', 'lle': '2.65', 'sei': '13.04'}",CHEMBL3597606,,CHEMBL3597606,7.80,0,http://www.openphacts.org/units/Nanomolar,2490959,=,1,1,=,,IC50,nM,,15.9,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,15.9
,,15662923,[],CHEMBL3600047,Inhibition of BCR-ABL1 (unknown origin) assessed as ATP remaining by Kinase-Glo luminescent kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-n1cc(-c2cccnc2)cn1,,,CHEMBL3596095,Bioorg Med Chem,2015,"{'bei': '18.58', 'le': '0.35', 'lle': '2.34', 'sei': '13.12'}",CHEMBL3597605,,CHEMBL3597605,7.85,0,http://www.openphacts.org/units/Nanomolar,2490958,=,1,1,=,,IC50,nM,,14.2,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,14.2
,,15707933,[],CHEMBL3614756,Inhibition of Bcr-Abl (unknown origin) after 60 mins by luminescent kinase assay,B,,,BAO_0000190,BAO_0000224,protein format,O=C(c1ccc(-c2cc(Nc3cccc(F)c3)ncn2)cc1)N1CCN(C(=O)c2ccccc2F)CC1,,,CHEMBL3612025,Eur J Med Chem,2015,"{'bei': '15.55', 'le': '0.29', 'lle': '3.01', 'sei': '9.91'}",CHEMBL3357281,,CHEMBL3357281,7.77,0,http://www.openphacts.org/units/Nanomolar,2500040,=,1,1,=,,IC50,nM,,17.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,17.0
,,16653348,[],CHEMBL3830184,"Inhibition of recombinant human Bcr-Abl using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA",B,,,BAO_0000190,BAO_0000224,protein format,C[C@@H](Oc1ccc2[nH]nc(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,,,CHEMBL3826910,J Med Chem,2016,,CHEMBL3827178,,CHEMBL3827178,,0,http://www.openphacts.org/units/Nanomolar,2787325,>,1,1,>,,IC50,nM,,100.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,100.0
,,18200283,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1ccc2ccnn2c1,,,CHEMBL4041549,ACS Med Chem Lett,2017,"{'bei': '11.70', 'le': '0.22', 'lle': '1.06', 'sei': '12.07'}",CHEMBL4077561,,CHEMBL4077561,6.38,0,http://www.openphacts.org/units/Nanomolar,3019382,=,1,1,=,,IC50,nM,,414.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,414.0
,,18200284,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)CC4)cc(C(F)(F)F)c2)CC1,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4095191,,CHEMBL4095191,,0,http://www.openphacts.org/units/Nanomolar,3019383,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200285,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H]1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4066114,,CHEMBL4066114,,0,http://www.openphacts.org/units/Nanomolar,3019384,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200286,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,,,CHEMBL4041549,ACS Med Chem Lett,2017,"{'bei': '10.82', 'le': '0.20', 'lle': '1.06', 'sei': '8.79'}",CHEMBL4087485,,CHEMBL4087485,5.68,0,http://www.openphacts.org/units/Nanomolar,3019385,=,1,1,=,,IC50,nM,,2100.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,2100.0
,,18200287,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3ccncn3)CC4)cc(C(F)(F)F)c2)CC1,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4103865,,CHEMBL4103865,,0,http://www.openphacts.org/units/Nanomolar,3019386,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200288,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(Cc3cncnc3)CC4)cc(C(F)(F)F)c2)CC1,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4079610,,CHEMBL4079610,,0,http://www.openphacts.org/units/Nanomolar,3019387,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200289,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1Cc2ccc(C(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)cc2CN1c1cncnc1,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4096111,,CHEMBL4096111,,0,http://www.openphacts.org/units/Nanomolar,3019388,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200290,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CN1CCN(Cc2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)CC4(C)C)cc(C(F)(F)F)c2)CC1,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4068810,,CHEMBL4068810,,0,http://www.openphacts.org/units/Nanomolar,3019389,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200291,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,C[C@H]1CN(c2cncnc2)Cc2cc(NC(=O)c3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4088388,,CHEMBL4088388,,0,http://www.openphacts.org/units/Nanomolar,3019390,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200292,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,C[C@@H]1CN(c2cncnc2)Cc2cc(NC(=O)c3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4060157,,CHEMBL4060157,,0,http://www.openphacts.org/units/Nanomolar,3019391,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200293,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1CN(c2cncnc2)Cc2cc(NC(=O)Nc3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4102056,,CHEMBL4102056,,0,http://www.openphacts.org/units/Nanomolar,3019392,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200294,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CC1CN(c2cncnc2)Cc2cc(C(=O)Nc3cccc(CN4CCN(C)CC4)c3)ccc21,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4084076,,CHEMBL4084076,,0,http://www.openphacts.org/units/Nanomolar,3019393,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
,,18200295,[],CHEMBL4042997,Inhibition of recombinant human full length His-tagged Bcr-Abl fusion protein cytoplasmic domain expressed in baculovirus expression system using tyrosine-2 as substrate measured after 1 hr by FRET-based Z'-Lyte assay,B,,,BAO_0000190,BAO_0000019,assay format,CCc1cc(CN2CCN(C)CC2)cc(NC(=O)c2ccc3c(c2)CN(c2cncnc2)CC3C)c1,,,CHEMBL4041549,ACS Med Chem Lett,2017,,CHEMBL4064078,,CHEMBL4064078,,0,http://www.openphacts.org/units/Nanomolar,3019394,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,10000.0
